Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Philadelphia,Weekly,"2025-02-02 00:00:00",Conventional,1.167605226,762422.57,303614.23,109362.41,2176.22,347269.71,,,
Phoenix/Tucson,Weekly,"2025-02-23 00:00:00",Conventional,1.184568173,1312501.31,793334.49,202882.60,15901.67,300382.56,,,
Phoenix/Tucson,Weekly,"2025-02-16 00:00:00",Conventional,1.179091826,1312874.98,774565.32,280599.73,14133.05,243576.88,,,
Phoenix/Tucson,Weekly,"2025-02-09 00:00:00",Conventional,1.154442326,1710528.56,1019697.02,418387.62,20297.48,252146.45,,,
Phoenix/Tucson,Weekly,"2025-02-02 00:00:00",Conventional,1.004488141,1417830.42,955481.56,179608.34,17990.74,264749.78,,,
Pittsburgh,Weekly,"2025-02-23 00:00:00",Conventional,0.994642793,243577.12,112965.23,43525.89,50.72,87035.28,,,
Pittsburgh,Weekly,"2025-02-16 00:00:00",Conventional,0.989742673,248542.74,117698.34,44941.92,26.52,85875.96,,,
Pittsburgh,Weekly,"2025-02-09 00:00:00",Conventional,0.990121068,303017.31,160763.99,52456.13,54.49,89742.71,,,
Pittsburgh,Weekly,"2025-02-02 00:00:00",Conventional,1.177260857,213596.46,93685.32,23762.67,27.41,96121.06,,,
Portland,Weekly,"2025-02-23 00:00:00",Conventional,1.230546131,676020.46,425575.83,88205.03,26318.95,135920.64,,,
Portland,Weekly,"2025-02-16 00:00:00",Conventional,1.248754834,658223.01,465394.06,44274.35,31606.91,116947.69,,,
Portland,Weekly,"2025-02-09 00:00:00",Conventional,1.157636051,929265.81,696491.93,95036.19,29576.76,108160.94,,,
Portland,Weekly,"2025-02-02 00:00:00",Conventional,1.291552523,670183.52,450327.29,64654.39,33056.87,122144.98,,,
Providence,Weekly,"2025-02-23 00:00:00",Conventional,1.115988768,125313.15,68360.30,22433.82,235.89,34283.14,,,
Providence,Weekly,"2025-02-16 00:00:00",Conventional,0.877528946,187263.81,110746.66,44425.77,207.91,31883.47,,,
Providence,Weekly,"2025-02-09 00:00:00",Conventional,1.011166368,153240.49,87589.13,26854.55,252.00,38544.80,,,
Providence,Weekly,"2025-02-02 00:00:00",Conventional,0.933715598,149497.45,80425.09,32489.02,116.09,36467.25,,,
Raleigh/Greensboro,Weekly,"2025-02-23 00:00:00",Conventional,1.170806084,533218.55,232880.52,74198.62,316.53,225822.87,,,
Raleigh/Greensboro,Weekly,"2025-02-16 00:00:00",Conventional,1.233831810,543317.95,232031.37,74901.01,261.25,236124.32,,,
Raleigh/Greensboro,Weekly,"2025-02-09 00:00:00",Conventional,1.059919086,701966.99,350172.63,102890.20,401.76,248502.40,,,
Raleigh/Greensboro,Weekly,"2025-02-02 00:00:00",Conventional,1.216155142,548558.70,226871.35,76494.43,260.59,244932.32,,,
Richmond/Norfolk,Weekly,"2025-02-23 00:00:00",Conventional,1.216786581,369022.93,190958.00,55132.45,1130.34,121802.14,,,
Richmond/Norfolk,Weekly,"2025-02-16 00:00:00",Conventional,1.203836617,398458.29,209698.31,42012.38,1073.74,145673.86,,,
Richmond/Norfolk,Weekly,"2025-02-09 00:00:00",Conventional,1.079823399,509829.79,315996.19,57472.03,1549.37,134812.19,,,
Richmond/Norfolk,Weekly,"2025-02-02 00:00:00",Conventional,1.180603771,404839.65,203962.63,44709.35,1019.31,155148.36,,,
Roanoke,Weekly,"2025-02-23 00:00:00",Conventional,1.183670635,227617.94,131067.16,32458.12,18.87,64073.78,,,
Roanoke,Weekly,"2025-02-16 00:00:00",Conventional,1.170664314,228309.96,144019.65,17260.67,30.20,66999.44,,,
Roanoke,Weekly,"2025-02-09 00:00:00",Conventional,1.058469461,305457.98,213111.19,19390.82,35.12,72920.84,,,
Roanoke,Weekly,"2025-02-02 00:00:00",Conventional,1.138546536,228710.96,132640.17,21492.39,34.03,74544.37,,,
Sacramento,Weekly,"2025-02-23 00:00:00",Conventional,1.581035165,407214.14,261718.70,44030.43,3925.50,97539.52,,,
Sacramento,Weekly,"2025-02-16 00:00:00",Conventional,1.475553490,400051.83,267285.38,44024.18,3489.21,85253.06,,,
Sacramento,Weekly,"2025-02-09 00:00:00",Conventional,1.323079098,695251.20,490770.96,96961.22,4669.74,102849.27,,,
Sacramento,Weekly,"2025-02-02 00:00:00",Conventional,1.550619754,420369.69,252099.00,52632.40,5948.54,109689.75,,,
"San Diego",Weekly,"2025-02-23 00:00:00",Conventional,1.248172724,600957.32,364184.18,26489.61,37482.98,172800.55,,,
"San Diego",Weekly,"2025-02-16 00:00:00",Conventional,1.199976954,592553.74,329444.85,19785.56,42138.75,201184.58,,,
"San Diego",Weekly,"2025-02-09 00:00:00",Conventional,1.150161687,798188.92,499818.92,54361.57,51735.98,192272.45,,,
"San Diego",Weekly,"2025-02-02 00:00:00",Conventional,1.300972335,596929.74,344351.57,28456.59,42087.16,182034.41,,,
"San Francisco",Weekly,"2025-02-23 00:00:00",Conventional,1.524784830,674630.18,494525.37,31617.41,5314.19,143173.22,,,
"San Francisco",Weekly,"2025-02-16 00:00:00",Conventional,1.476907547,602692.98,435524.09,32437.14,5505.26,129226.50,,,
"San Francisco",Weekly,"2025-02-09 00:00:00",Conventional,1.274460666,1061451.68,830338.36,70637.53,5014.97,155460.82,,,
"San Francisco",Weekly,"2025-02-02 00:00:00",Conventional,1.523947107,696420.70,482666.33,49888.34,6346.60,157519.43,,,
Seattle,Weekly,"2025-02-23 00:00:00",Conventional,1.621891329,562927.03,331372.43,86623.02,5338.47,139593.11,,,
Seattle,Weekly,"2025-02-16 00:00:00",Conventional,1.524655180,568823.79,356227.37,92380.65,1490.69,118725.09,,,
Seattle,Weekly,"2025-02-09 00:00:00",Conventional,1.433675288,852404.55,673284.45,65284.17,4236.64,109599.29,,,
Seattle,Weekly,"2025-02-02 00:00:00",Conventional,1.644547299,572154.63,397333.07,68496.12,2110.14,104215.29,,,
"South Carolina",Weekly,"2025-02-23 00:00:00",Conventional,1.157784897,734577.03,385028.50,71942.89,753.04,276852.60,,,
"South Carolina",Weekly,"2025-02-16 00:00:00",Conventional,1.164691247,695031.98,372548.24,66377.88,702.31,255403.55,,,
"South Carolina",Weekly,"2025-02-09 00:00:00",Conventional,1.047863981,920490.03,571848.32,71657.52,886.21,276097.98,,,
"South Carolina",Weekly,"2025-02-02 00:00:00",Conventional,1.178847700,700360.66,387886.75,53716.30,560.66,258196.94,,,
Spokane,Weekly,"2025-02-23 00:00:00",Conventional,1.295537898,89117.66,55407.07,10702.35,126.69,22881.54,,,
Spokane,Weekly,"2025-02-16 00:00:00",Conventional,1.229177704,85882.72,56104.23,7689.40,133.10,21956.00,,,
Spokane,Weekly,"2025-02-09 00:00:00",Conventional,1.192117505,120655.63,88011.09,9822.79,805.28,22016.48,,,
Spokane,Weekly,"2025-02-02 00:00:00",Conventional,1.326825551,86590.50,57731.16,9114.37,211.21,19533.75,,,
"St. Louis",Weekly,"2025-02-23 00:00:00",Conventional,0.940328974,304946.79,171265.49,10106.57,217.34,123357.39,,,
"St. Louis",Weekly,"2025-02-16 00:00:00",Conventional,0.871292759,322986.66,203017.57,7607.90,194.14,112167.06,,,
"St. Louis",Weekly,"2025-02-09 00:00:00",Conventional,0.872439816,416941.72,284305.33,10910.83,271.63,121453.93,,,
"St. Louis",Weekly,"2025-02-02 00:00:00",Conventional,0.917135410,315406.47,176142.80,10231.30,227.67,128804.70,,,
Syracuse,Weekly,"2025-02-23 00:00:00",Conventional,1.087487336,112341.40,42707.08,20650.26,578.34,48405.73,,,
Syracuse,Weekly,"2025-02-16 00:00:00",Conventional,1.041228735,116764.10,44313.68,19320.81,470.28,52659.33,,,
Syracuse,Weekly,"2025-02-09 00:00:00",Conventional,1.041070143,155621.57,64274.48,29378.02,585.51,61383.56,,,
Syracuse,Weekly,"2025-02-02 00:00:00",Conventional,1.118272260,122449.82,41852.57,23206.83,430.77,56959.66,,,
Tampa,Weekly,"2025-02-23 00:00:00",Conventional,1.236011123,802074.43,464869.26,11659.19,213.19,325332.79,,,
Tampa,Weekly,"2025-02-16 00:00:00",Conventional,1.233705246,788962.94,465686.06,21118.42,239.14,301919.32,,,
Tampa,Weekly,"2025-02-09 00:00:00",Conventional,1.112032273,1022680.17,646197.05,39480.57,503.59,336498.98,,,
Tampa,Weekly,"2025-02-02 00:00:00",Conventional,1.296237490,768636.47,464518.33,14630.09,305.24,289182.82,,,
Toledo,Weekly,"2025-02-23 00:00:00",Conventional,1.111524540,177037.32,73096.50,22465.61,522.63,80952.57,,,
Toledo,Weekly,"2025-02-16 00:00:00",Conventional,1.104919598,159590.86,101574.80,19384.43,652.86,37978.77,,,
Toledo,Weekly,"2025-02-09 00:00:00",Conventional,1.028196502,207841.38,116350.49,49090.35,1994.94,40405.59,,,
Toledo,Weekly,"2025-02-02 00:00:00",Conventional,1.193080299,159639.40,84105.40,31814.08,722.63,42997.29,,,
"West Tex/New Mexico",Weekly,"2025-02-23 00:00:00",Conventional,1.124769298,882556.89,459757.30,71655.14,7097.45,344047.00,,,
"West Tex/New Mexico",Weekly,"2025-02-16 00:00:00",Conventional,1.087802305,947889.35,536465.63,93847.10,6679.38,310897.23,,,
"West Tex/New Mexico",Weekly,"2025-02-09 00:00:00",Conventional,1.000103923,1223034.07,635828.97,139038.35,7828.88,440337.87,,,
"West Tex/New Mexico",Weekly,"2025-02-02 00:00:00",Conventional,1.075479046,930777.89,512661.45,68752.86,8342.71,341020.87,,,
Wichita,Weekly,"2025-02-23 00:00:00",Conventional,1.057542823,118108.09,72627.50,7472.53,52.92,37955.13,,,
Wichita,Weekly,"2025-02-16 00:00:00",Conventional,1.025566326,135209.31,90227.72,8252.22,78.46,36650.91,,,
Wichita,Weekly,"2025-02-09 00:00:00",Conventional,1.002244555,182099.29,129594.95,10070.39,156.11,42277.83,,,
Wichita,Weekly,"2025-02-02 00:00:00",Conventional,1.109225454,127300.92,77955.76,7759.42,75.60,41510.15,,,
"Total U.S.",Weekly,"2025-02-23 00:00:00",Conventional,1.176566618,46006687.29,24677244.40,4752915.63,470986.85,16105540.41,,,
"Total U.S.",Weekly,"2025-02-16 00:00:00",Conventional,1.149298929,46806189.79,26832079.06,5361394.42,545508.03,14067208.29,,,
"Total U.S.",Weekly,"2025-02-09 00:00:00",Conventional,1.103666173,60833605.81,36434572.54,7980107.42,701239.80,15717686.06,,,
"Total U.S.",Weekly,"2025-02-02 00:00:00",Conventional,1.189662086,46801282.03,26014729.28,5406659.20,544937.97,14834955.58,,,
California,Weekly,"2025-02-23 00:00:00",Conventional,1.346053245,5996009.90,3938760.87,314879.02,303747.00,1438623.01,,,
California,Weekly,"2025-02-16 00:00:00",Conventional,1.306701298,5835180.56,3702325.58,282628.09,349394.44,1500832.45,,,
California,Weekly,"2025-02-09 00:00:00",Conventional,1.212292107,8496761.20,5857787.01,626855.39,439362.66,1572756.14,,,
California,Weekly,"2025-02-02 00:00:00",Conventional,1.426007512,6005921.07,3729339.04,371256.16,366146.21,1539179.66,,,
"Great Lakes",Weekly,"2025-02-23 00:00:00",Conventional,1.021804781,6280611.07,2500680.49,681758.92,44092.68,3054078.98,,,
"Great Lakes",Weekly,"2025-02-16 00:00:00",Conventional,1.104844505,5242395.97,3005078.31,686667.82,65319.46,1485330.38,,,
"Great Lakes",Weekly,"2025-02-09 00:00:00",Conventional,1.059445309,7110450.42,4139565.68,1309859.31,104846.45,1556178.98,,,
"Great Lakes",Weekly,"2025-02-02 00:00:00",Conventional,1.165812717,5195075.17,2798773.72,686939.84,44220.78,1665140.84,,,
Midsouth,Weekly,"2025-02-23 00:00:00",Conventional,1.205348888,5079916.75,2519504.21,611355.99,6289.90,1942766.65,,,
Midsouth,Weekly,"2025-02-16 00:00:00",Conventional,1.178387848,5327586.06,2808809.14,556509.72,6169.42,1956097.79,,,
Midsouth,Weekly,"2025-02-09 00:00:00",Conventional,1.095961144,6463045.58,3695769.44,723930.63,8310.13,2035035.39,,,
Midsouth,Weekly,"2025-02-02 00:00:00",Conventional,1.205038681,5243450.04,2614696.40,594001.62,5436.99,2029315.02,,,
Northeast,Weekly,"2025-02-23 00:00:00",Conventional,1.191261328,6319045.04,2706618.18,1249379.81,16823.08,2346223.98,,,
Northeast,Weekly,"2025-02-16 00:00:00",Conventional,1.063360023,7674348.32,3588125.46,1706093.18,18190.37,2361939.31,,,
Northeast,Weekly,"2025-02-09 00:00:00",Conventional,1.112989511,9471710.90,4449328.90,2329351.18,30131.32,2662899.50,,,
Northeast,Weekly,"2025-02-02 00:00:00",Conventional,1.135812393,6890622.31,2831915.30,1559659.46,15776.49,2483271.07,,,
Plains,Weekly,"2025-02-23 00:00:00",Conventional,1.078250700,2542615.13,1457664.78,129868.19,1809.17,953272.98,,,
Plains,Weekly,"2025-02-16 00:00:00",Conventional,1.004819754,2821438.19,1753236.41,134093.36,2198.55,931909.87,,,
Plains,Weekly,"2025-02-09 00:00:00",Conventional,0.990961802,3569848.47,2350596.54,181012.62,3448.79,1034790.53,,,
Plains,Weekly,"2025-02-02 00:00:00",Conventional,1.092429607,2751469.30,1514093.40,217017.18,2085.08,1018273.63,,,
"South Central",Weekly,"2025-02-23 00:00:00",Conventional,1.063131751,5541732.42,3299478.86,495168.12,13161.99,1733923.45,,,
"South Central",Weekly,"2025-02-16 00:00:00",Conventional,1.033016563,5821108.67,3613699.69,494434.25,20320.03,1692654.70,,,
"South Central",Weekly,"2025-02-09 00:00:00",Conventional,0.940125926,7282090.39,4447464.30,596065.50,14186.56,2224374.03,,,
"South Central",Weekly,"2025-02-02 00:00:00",Conventional,0.983623792,6266249.75,3777452.73,640107.62,18009.56,1830679.84,,,
Southeast,Weekly,"2025-02-23 00:00:00",Conventional,1.175427458,7132873.13,4134961.28,226007.02,4777.80,2767127.04,,,
Southeast,Weekly,"2025-02-16 00:00:00",Conventional,1.169942887,7015205.95,4280377.82,222483.47,4394.30,2507950.37,,,
Southeast,Weekly,"2025-02-09 00:00:00",Conventional,1.089622544,8901944.82,5885665.74,292706.44,5723.86,2717848.78,,,
Southeast,Weekly,"2025-02-02 00:00:00",Conventional,1.228966548,6999802.66,4255177.61,205736.67,3840.80,2535047.57,,,
West,Weekly,"2025-02-23 00:00:00",Conventional,1.261389204,7113883.86,4119575.73,1044498.57,80285.23,1869524.33,,,
West,Weekly,"2025-02-16 00:00:00",Conventional,1.256647279,7068926.08,4080426.66,1278484.54,79521.45,1630493.43,,,
West,Weekly,"2025-02-09 00:00:00",Conventional,1.215979784,9537754.04,5608394.94,1920326.34,95230.03,1913802.72,,,
West,Weekly,"2025-02-02 00:00:00",Conventional,1.227031722,7448691.73,4493281.08,1131940.65,89422.05,1734047.96,,,
Albany,Weekly,"2025-02-23 00:00:00",Organic,1.506419903,5940.50,263.61,227.49,0.00,5449.40,,,
Albany,Weekly,"2025-02-16 00:00:00",Organic,1.585418851,5966.24,210.23,287.05,0.00,5468.96,,,
Albany,Weekly,"2025-02-09 00:00:00",Organic,1.612020558,6807.64,203.22,413.61,0.00,6190.81,,,
Albany,Weekly,"2025-02-02 00:00:00",Organic,1.561387443,6620.99,360.08,272.34,0.00,5988.57,,,
Atlanta,Weekly,"2025-02-23 00:00:00",Organic,1.852607862,37645.63,49.42,8300.22,0.00,29295.99,,,
Atlanta,Weekly,"2025-02-16 00:00:00",Organic,1.809144344,37028.53,29.70,8922.61,0.00,28076.21,,,
Atlanta,Weekly,"2025-02-09 00:00:00",Organic,1.725564571,44672.46,101.67,9252.24,0.00,35318.55,,,
Atlanta,Weekly,"2025-02-02 00:00:00",Organic,1.780375332,44278.01,62.31,8018.73,0.00,36196.98,,,
Baltimore/Washington,Weekly,"2025-02-23 00:00:00",Organic,1.442787041,123539.28,1207.22,5791.04,0.00,116541.02,,,
Baltimore/Washington,Weekly,"2025-02-16 00:00:00",Organic,1.527609947,117312.01,5100.17,6153.11,0.00,106058.73,,,
Baltimore/Washington,Weekly,"2025-02-09 00:00:00",Organic,1.513072217,123697.60,2616.49,8672.43,0.00,112408.68,,,
Baltimore/Washington,Weekly,"2025-02-02 00:00:00",Organic,1.444853169,126953.84,1945.12,7228.58,0.00,117780.14,,,
Birmingham/Montgomery,Weekly,"2025-02-23 00:00:00",Organic,1.382118646,18577.58,112.04,849.87,0.00,17615.67,,,
Birmingham/Montgomery,Weekly,"2025-02-16 00:00:00",Organic,1.378551695,16139.65,71.95,929.62,0.00,15138.08,,,
Birmingham/Montgomery,Weekly,"2025-02-09 00:00:00",Organic,1.321636492,23194.93,135.12,894.78,0.00,22165.03,,,
Birmingham/Montgomery,Weekly,"2025-02-02 00:00:00",Organic,1.363694801,22722.72,54.97,701.84,0.00,21965.91,,,
Boise,Weekly,"2025-02-23 00:00:00",Organic,2.517837912,6978.01,193.15,4107.11,0.00,2677.75,,,
Boise,Weekly,"2025-02-16 00:00:00",Organic,2.333600707,8439.49,852.87,4106.48,0.00,3480.14,,,
Boise,Weekly,"2025-02-09 00:00:00",Organic,2.254703912,9947.16,18.92,5435.00,0.00,4493.24,,,
Boise,Weekly,"2025-02-02 00:00:00",Organic,2.229201760,7339.68,755.10,3138.89,0.00,3445.69,,,
Boston,Weekly,"2025-02-23 00:00:00",Organic,1.774914676,40057.65,213.35,902.48,0.00,38941.82,,,
Boston,Weekly,"2025-02-16 00:00:00",Organic,1.818646320,39046.32,310.07,824.79,0.00,37911.47,,,
Boston,Weekly,"2025-02-09 00:00:00",Organic,1.787063633,45651.52,224.83,770.23,0.00,44656.47,,,
Boston,Weekly,"2025-02-02 00:00:00",Organic,1.761239517,42013.74,347.57,669.44,0.00,40996.72,,,
Buffalo/Rochester,Weekly,"2025-02-23 00:00:00",Organic,1.433044493,23369.33,366.23,4.10,0.00,22999.00,,,
Buffalo/Rochester,Weekly,"2025-02-16 00:00:00",Organic,1.486550821,22015.90,432.77,7.18,0.00,21575.94,,,
Buffalo/Rochester,Weekly,"2025-02-09 00:00:00",Organic,1.446136484,21188.83,265.14,7.99,0.00,20915.70,,,
Buffalo/Rochester,Weekly,"2025-02-02 00:00:00",Organic,1.433301109,22315.46,301.97,0.00,0.00,22013.49,,,
Charlotte,Weekly,"2025-02-23 00:00:00",Organic,1.367350367,51473.84,146.65,2753.60,0.00,48573.59,,,
Charlotte,Weekly,"2025-02-16 00:00:00",Organic,1.375278991,53163.31,108.63,3108.45,0.00,49946.23,,,
Charlotte,Weekly,"2025-02-09 00:00:00",Organic,1.342615180,53209.99,209.90,3351.40,0.00,49648.69,,,
Charlotte,Weekly,"2025-02-02 00:00:00",Organic,1.382332065,50859.30,992.38,2133.41,0.00,47733.51,,,
Chicago,Weekly,"2025-02-23 00:00:00",Organic,1.636722079,90006.15,401.73,42010.73,0.00,47593.69,,,
Chicago,Weekly,"2025-02-16 00:00:00",Organic,1.623418826,83630.16,871.85,40409.23,0.00,42349.08,,,
Chicago,Weekly,"2025-02-09 00:00:00",Organic,1.482277168,97334.71,5668.80,30657.99,0.00,61007.92,,,
Chicago,Weekly,"2025-02-02 00:00:00",Organic,1.435352007,102080.20,4332.33,29044.69,0.00,68703.18,,,
Cincinnati/Dayton,Weekly,"2025-02-23 00:00:00",Organic,2.164237417,22558.50,774.56,7561.52,0.00,14222.42,,,
Cincinnati/Dayton,Weekly,"2025-02-16 00:00:00",Organic,2.252781354,23950.76,582.56,10385.68,0.00,12982.52,,,
Cincinnati/Dayton,Weekly,"2025-02-09 00:00:00",Organic,2.207054709,28545.28,636.94,10334.44,0.00,17573.90,,,
Cincinnati/Dayton,Weekly,"2025-02-02 00:00:00",Organic,2.146374790,27791.64,561.28,9719.59,0.00,17510.78,,,
Columbus,Weekly,"2025-02-23 00:00:00",Organic,1.945862651,16180.64,1591.55,3800.75,0.00,10788.34,,,
Columbus,Weekly,"2025-02-16 00:00:00",Organic,1.825242385,14617.35,2572.54,1979.79,0.00,10065.01,,,
Columbus,Weekly,"2025-02-09 00:00:00",Organic,1.627839721,17745.23,1646.87,2745.16,0.00,13353.21,,,
Columbus,Weekly,"2025-02-02 00:00:00",Organic,1.706168089,17706.56,2424.27,2272.68,0.00,13009.61,,,
"Dallas/Ft. Worth",Weekly,"2025-02-23 00:00:00",Organic,1.435642708,61442.73,21246.18,774.73,0.00,39421.82,,,
"Dallas/Ft. Worth",Weekly,"2025-02-16 00:00:00",Organic,1.445181631,57526.15,18249.96,1078.64,0.00,38197.55,,,
"Dallas/Ft. Worth",Weekly,"2025-02-09 00:00:00",Organic,1.425370321,65460.78,20802.26,492.24,0.00,44166.27,,,
"Dallas/Ft. Worth",Weekly,"2025-02-02 00:00:00",Organic,1.430789797,61594.44,16744.84,492.08,0.00,44357.52,,,
Denver,Weekly,"2025-02-23 00:00:00",Organic,1.566559434,46845.33,15446.31,1119.22,0.00,30279.80,,,
Denver,Weekly,"2025-02-16 00:00:00",Organic,1.580574988,43663.64,17772.30,1002.36,0.00,24888.98,,,
Denver,Weekly,"2025-02-09 00:00:00",Organic,1.637992660,56393.54,25085.67,1157.59,0.00,30150.28,,,
Denver,Weekly,"2025-02-02 00:00:00",Organic,1.690563284,50333.42,23566.79,1247.67,0.00,25518.96,,,
Detroit,Weekly,"2025-02-23 00:00:00",Organic,1.656774013,26697.68,137.13,3688.25,0.00,22872.30,,,
Detroit,Weekly,"2025-02-16 00:00:00",Organic,1.661778041,26890.77,149.29,4144.20,0.00,22597.28,,,
Detroit,Weekly,"2025-02-09 00:00:00",Organic,1.718529010,28909.75,151.91,4830.38,0.00,23927.47,,,
Detroit,Weekly,"2025-02-02 00:00:00",Organic,1.524834416,31633.76,224.84,3995.37,0.00,27413.56,,,
"Grand Rapids",Weekly,"2025-02-23 00:00:00",Organic,1.467437399,9571.93,67.83,491.46,0.00,9012.64,,,
"Grand Rapids",Weekly,"2025-02-16 00:00:00",Organic,1.454953793,9526.43,126.36,496.76,0.00,8903.31,,,
"Grand Rapids",Weekly,"2025-02-09 00:00:00",Organic,1.424589437,10682.31,49.68,624.87,0.00,10007.76,,,
"Grand Rapids",Weekly,"2025-02-02 00:00:00",Organic,1.236703088,13357.76,153.64,550.57,0.00,12653.55,,,
Harrisburg/Scranton,Weekly,"2025-02-23 00:00:00",Organic,1.519825466,28453.54,394.35,600.12,0.00,27459.07,,,
Harrisburg/Scranton,Weekly,"2025-02-16 00:00:00",Organic,1.584186734,28749.97,379.95,552.44,0.00,27817.58,,,
Harrisburg/Scranton,Weekly,"2025-02-09 00:00:00",Organic,1.587821870,30844.15,619.32,606.48,0.00,29618.35,,,
Harrisburg/Scranton,Weekly,"2025-02-02 00:00:00",Organic,1.570656845,27896.90,394.52,561.32,0.00,26941.06,,,
Hartford/Springfield,Weekly,"2025-02-23 00:00:00",Organic,1.440393711,30896.81,457.04,217.58,0.00,30222.18,,,
Hartford/Springfield,Weekly,"2025-02-16 00:00:00",Organic,1.482492224,27392.97,390.21,212.44,0.00,26790.32,,,
Hartford/Springfield,Weekly,"2025-02-09 00:00:00",Organic,1.570445779,33515.55,1283.79,300.30,0.00,31931.46,,,
Hartford/Springfield,Weekly,"2025-02-02 00:00:00",Organic,1.487991566,30847.75,748.57,231.15,0.00,29868.03,,,
Houston,Weekly,"2025-02-23 00:00:00",Organic,1.395100026,29356.40,9414.82,434.27,0.00,19507.30,,,
Houston,Weekly,"2025-02-16 00:00:00",Organic,1.388237705,29210.52,9642.80,504.08,0.00,19063.64,,,
Houston,Weekly,"2025-02-09 00:00:00",Organic,1.401769553,36424.30,11272.58,418.03,0.00,24733.69,,,
Houston,Weekly,"2025-02-02 00:00:00",Organic,1.379619091,35934.27,9578.55,402.58,0.00,25953.14,,,
Indianapolis,Weekly,"2025-02-23 00:00:00",Organic,1.830883614,14862.07,1101.77,2507.65,0.00,11252.64,,,
Indianapolis,Weekly,"2025-02-16 00:00:00",Organic,1.602792753,17161.50,164.76,2927.72,0.00,14069.01,,,
Indianapolis,Weekly,"2025-02-09 00:00:00",Organic,1.714498185,16352.78,1048.63,2664.51,0.00,12639.64,,,
Indianapolis,Weekly,"2025-02-02 00:00:00",Organic,1.621798310,16558.09,1083.78,2251.03,0.00,13223.28,,,
Jacksonville,Weekly,"2025-02-23 00:00:00",Organic,1.600367967,13420.30,100.09,167.49,0.00,13152.72,,,
Jacksonville,Weekly,"2025-02-16 00:00:00",Organic,1.498830748,12731.82,75.35,103.41,0.00,12553.06,,,
Jacksonville,Weekly,"2025-02-09 00:00:00",Organic,1.436564203,15800.81,139.54,141.59,0.00,15519.68,,,
Jacksonville,Weekly,"2025-02-02 00:00:00",Organic,1.556710897,16033.78,143.70,89.77,0.00,15800.31,,,
"Las Vegas",Weekly,"2025-02-23 00:00:00",Organic,1.648869689,27558.25,8950.36,2260.53,0.00,16347.36,,,
"Las Vegas",Weekly,"2025-02-16 00:00:00",Organic,1.639301085,27571.23,8304.36,2990.56,0.00,16276.31,,,
"Las Vegas",Weekly,"2025-02-09 00:00:00",Organic,1.629356937,31800.40,9740.87,3163.49,0.00,18896.03,,,
"Las Vegas",Weekly,"2025-02-02 00:00:00",Organic,1.707014627,24982.55,9096.29,3240.29,0.00,12645.96,,,
"Los Angeles",Weekly,"2025-02-23 00:00:00",Organic,1.931524711,174974.54,70863.01,13727.07,0.00,90384.46,,,
"Los Angeles",Weekly,"2025-02-16 00:00:00",Organic,1.832645163,182161.75,64903.69,12893.34,0.00,104364.72,,,
"Los Angeles",Weekly,"2025-02-09 00:00:00",Organic,1.753700111,185060.31,59219.71,11444.29,0.00,114396.31,,,
"Los Angeles",Weekly,"2025-02-02 00:00:00",Organic,1.814381226,168311.55,59859.03,9862.78,0.00,98589.75,,,
Louisville,Weekly,"2025-02-23 00:00:00",Organic,1.830063404,11169.10,273.10,3080.11,0.00,7815.89,,,
Louisville,Weekly,"2025-02-16 00:00:00",Organic,1.775136948,11752.23,1398.52,2010.48,0.00,8343.24,,,
Louisville,Weekly,"2025-02-09 00:00:00",Organic,1.801241715,11882.18,1921.35,1562.16,0.00,8398.66,,,
Louisville,Weekly,"2025-02-02 00:00:00",Organic,1.756572230,11934.18,752.48,2564.69,0.00,8617.01,,,
"Miami/Ft. Lauderdale",Weekly,"2025-02-23 00:00:00",Organic,1.424976018,82360.62,379.06,864.11,0.00,81117.46,,,
"Miami/Ft. Lauderdale",Weekly,"2025-02-16 00:00:00",Organic,1.463412944,70600.78,298.82,864.66,0.00,69437.30,,,
"Miami/Ft. Lauderdale",Weekly,"2025-02-09 00:00:00",Organic,1.409368181,86210.93,304.96,759.14,0.00,85146.83,,,
"Miami/Ft. Lauderdale",Weekly,"2025-02-02 00:00:00",Organic,1.388577387,82716.47,257.59,675.15,0.00,81783.74,,,
Nashville,Weekly,"2025-02-23 00:00:00",Organic,1.652421389,28081.09,1051.91,4663.80,0.00,22365.38,,,
Nashville,Weekly,"2025-02-16 00:00:00",Organic,1.628076383,24710.07,1466.24,3611.62,0.00,19632.21,,,
Nashville,Weekly,"2025-02-09 00:00:00",Organic,1.612216937,27536.56,2774.77,3004.30,0.00,21757.48,,,
Nashville,Weekly,"2025-02-02 00:00:00",Organic,1.631741160,28426.64,808.96,4503.34,0.00,23114.33,,,
"Northern New England",Weekly,"2025-02-23 00:00:00",Organic,1.880678215,18289.96,2272.71,176.17,0.00,15841.09,,,
"Northern New England",Weekly,"2025-02-16 00:00:00",Organic,1.907956180,18753.00,2160.63,256.20,0.00,16336.18,,,
"Northern New England",Weekly,"2025-02-09 00:00:00",Organic,1.872926294,18981.49,1792.55,210.60,0.00,16978.34,,,
"Northern New England",Weekly,"2025-02-02 00:00:00",Organic,1.916408252,17914.71,2423.40,263.84,0.00,15227.47,,,
